,1000,1000,1000,1000,1000,1000,1000,1000
,7,7,7,7,7,7,7,7
,"(10, 10, 10, 10)","(10, 10, 10, 10)","(10, 10, 10, 10)","(10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)","(10, 10, 10, 10, 10, 10)"
,leaky_relu,leaky_relu,leaky_relu,leaky_relu,leaky_relu,leaky_relu,leaky_relu,leaky_relu
,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2
,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,1,2,3,4,5,6,7,8
0,34.19438171386719,23.904029846191406,36.58339309692383,26.96473503112793,43.23985290527344,28.236488342285156,33.09123611450195,26.604190826416016
1,14.692400932312012,10.67184829711914,16.889188766479492,11.897113800048828,15.53101921081543,11.953007698059082,14.425446510314941,12.28675651550293
2,11.526593208312988,9.426862716674805,12.874675750732422,9.683727264404297,11.546738624572754,9.84011173248291,11.039111137390137,10.751598358154297
3,10.37768840789795,8.600088119506836,11.252711296081543,8.876710891723633,10.019965171813965,9.149927139282227,9.689228057861328,9.853902816772461
4,9.663637161254883,8.044511795043945,10.517678260803223,8.471084594726562,9.2968168258667,8.450124740600586,9.002087593078613,9.688504219055176
5,9.364279747009277,7.704953670501709,9.596769332885742,7.944939613342285,8.771138191223145,8.239792823791504,8.38330364227295,9.194769859313965
6,9.036609649658203,7.411225318908691,9.112372398376465,7.748283863067627,8.449800491333008,8.188966751098633,7.961688041687012,9.24302864074707
7,8.688438415527344,7.450097560882568,8.9556245803833,7.536044120788574,8.156039237976074,7.7989397048950195,7.830207824707031,9.137638092041016
8,8.53074836730957,7.146782875061035,8.899392127990723,7.546392440795898,7.918788909912109,7.593596458435059,7.520095348358154,8.501069068908691
9,8.40774917602539,6.910000324249268,8.674321174621582,7.389615535736084,7.7484211921691895,7.421778678894043,7.397992134094238,8.544944763183594
10,8.199844360351562,6.837313652038574,8.50342082977295,7.264853477478027,7.60265588760376,7.309378623962402,7.120603561401367,8.238112449645996
11,8.066725730895996,6.665513038635254,8.454835891723633,7.070675373077393,7.490469455718994,7.047836780548096,7.026151657104492,8.256863594055176
12,7.9099507331848145,6.689713954925537,8.072563171386719,7.01862096786499,7.422835350036621,7.171833515167236,7.084750175476074,8.163961410522461
13,7.696987628936768,6.468763828277588,8.118448257446289,7.0007500648498535,7.264906883239746,6.913303852081299,6.964702606201172,8.011577606201172
14,7.561521053314209,6.419968605041504,7.958094596862793,6.8416948318481445,7.1040940284729,6.9136199951171875,6.962108612060547,8.12639331817627
15,7.443933963775635,6.392082691192627,7.876544952392578,6.623044490814209,7.146272659301758,6.801869869232178,6.822602272033691,7.952448844909668
16,7.2006001472473145,6.461603164672852,7.694092750549316,6.7876973152160645,7.099217891693115,6.916814804077148,6.643091678619385,7.66357946395874
17,7.240848064422607,6.2806010246276855,7.612846851348877,6.775047779083252,6.964733123779297,6.834207534790039,6.6829657554626465,7.624020099639893
18,7.288008689880371,6.256973743438721,7.498055458068848,6.580072402954102,6.822399139404297,6.57705545425415,6.578783988952637,7.680020809173584
19,7.262780666351318,6.14348030090332,7.761739253997803,6.837680816650391,6.776202201843262,6.536890983581543,6.502218723297119,7.533755302429199
20,7.11093282699585,6.112720966339111,7.5834550857543945,6.5449113845825195,6.719744682312012,6.507753372192383,6.5774245262146,7.522231101989746
21,7.03710412979126,6.225843906402588,7.4975361824035645,6.629717826843262,6.662447452545166,6.581765651702881,6.44549036026001,7.519578456878662
22,6.969247817993164,6.184575080871582,7.377480983734131,6.5752787590026855,6.665691375732422,6.33462381362915,6.453530788421631,7.332528114318848
23,7.018106460571289,6.018814563751221,7.321414947509766,6.441420078277588,6.502769470214844,6.368956565856934,6.316277980804443,7.4030351638793945
24,6.799463272094727,6.1476311683654785,7.229771137237549,6.368258953094482,6.515605449676514,6.410542011260986,6.344707012176514,7.220252990722656
